title,imdbid,year,rating,binary
"Legend of Hercules, The",tt1043726,2014,2,0
Amazing Spider-Man 2,tt1872181,2014,1,0
Jack Ryan: Shadow Recruit,tt1205537,2014,1,0
Belle,tt2404181,2014,3,1
"Pirate Fairy, The",tt2483260,2014,3,1
Walk of Shame,tt2463288,2014,3,1
Muppets Most Wanted,tt2281587,2014,1,0
Chef,tt2883512,2014,1,0
"Monuments Men, The",tt2177771,2014,0,0
Maleficent,tt1587310,2014,3,1
Robocop,tt1234721,2014,2,0
"Skeleton Twins, The",tt1571249,2014,3,1
"Pa Boys, The",tt3515892,2014,2,0
"I, Frankenstein",tt1418377,2014,1,0
Tammy,tt2103254,2014,3,1
Sabotage,tt1742334,2014,3,1
Dead Girls,tt3560546,2014,3,1
Lucy,tt2872732,2014,3,1
Our RoboCop Remake,tt3528906,2014,3,1
"Two Days, One NIght",tt2737050,2014,3,1
Jongens,tt3318220,2014,1,0
Outcast,tt1552224,2014,3,1
Treehouse,tt1791681,2014,3,1
Last Shift,tt2965466,2014,3,1
What We Did on Our Holiday,tt2725962,2014,3,1
Deliver Us From Evil,tt2377322,2014,2,0
Project Almanac,tt2436386,2014,3,1
"Normal Heart, The",tt1684226,2014,1,0
A Walk Among the Tombstones,tt0365907,2014,1,0
Dohee-ya,tt3661798,2014,3,1
Cake,tt3442006,2014,3,1
Verden venter,tt4800178,2014,3,1
Better Living Through Chemistry,tt1609479,2014,1,0
It Follows,tt3235888,2014,3,1
El Ni&ntilde;o,tt2093990,2014,1,0
Annabelle,tt3322940,2014,3,1
"Taking of Deborah Logan, The",tt3387648,2014,3,1
Young Ones,tt2693664,2014,1,0
My Father Must Die,tt3368814,2014,3,1
Girltrash: All Night Long,tt1555440,2014,3,1
Dark Was the Night,tt2251281,2014,1,0
Seventh Son,tt1121096,2014,3,1
"Rico, Oskar und die Tieferschatten",tt1679276,2014,1,0
Suite francaise,tt0900387,2014,3,1
"Book of Life, The",tt2262227,2014,3,1
Fury,tt2713180,2014,1,0
Happy Christmas,tt2955096,2014,3,1
Electricity,tt2936470,2014,3,1
Cuban Fury,tt2390237,2014,1,0
"Gabby Douglas Story, The",tt3386954,2014,1,0
Nightcrawler,tt2872718,2014,3,1
Pane e burlesque,tt3284618,2014,3,1
"Last Five Years, The",tt2474024,2014,1,0
Der Kleine Medicus - Geheimnisvolle Mission im Korper,tt3832158,2014,3,1
"Last: Naruto the Movie, The",tt3717532,2014,2,0
In the Courtyard,tt2593224,2014,3,1
Unutursam F&#305;s&#305;lda,tt4114744,2014,2,0
Ask Me Anything,tt2505294,2014,3,1
Land Ho!,tt3283556,2014,3,1
"Imitation Game, The",tt2084970,2014,2,0
Innocence,tt1724965,2014,3,1
Hungry Hearts,tt3344922,2014,2,0
"Single Moms Club, The",tt2465140,2014,3,1
About a Girl,tt3334794,2014,3,1
5 Flights Up,tt2933544,2014,3,1
Spring,tt3395184,2014,0,0
Wild,tt2305051,2014,3,1
Batman: Assault on Arkham,tt3139086,2014,3,1
Annie,tt1823664,2014,3,1
Mommy,tt3612616,2014,3,1
Ardor,tt1384925,2014,0,0
"Babadook, The",tt2321549,2014,3,1
Learning to Drive,tt3062976,2014,3,1
Exodus: Gods and Kings,tt1528100,2014,2,0
A Noite da Virada,tt4299406,2014,3,1
Infinitely Polar Bear,tt1969062,2014,3,1
Good People,tt1361318,2014,3,1
Earth To Echo,tt2183034,2014,1,0
Into the Storm,tt2106361,2014,3,1
"Hundred-Foot Journey, The",tt2980648,2014,3,1
"Boxtrolls, The",tt0787474,2014,2,0
"Giver, The",tt0435651,2014,3,1
A Long Way Down,tt0458413,2014,3,1
Frank,tt1605717,2014,1,0
"One I Love, The",tt2756032,2014,3,1
Hoje Eu Quero Voltar Sozinho,tt1702014,2014,3,1
Joe,tt2382396,2014,2,0
Pride,tt3169706,2014,3,1
Maps to the Stars,tt2172584,2014,3,1
La cr&egrave;me de la cr&egrave;me,tt2536428,2014,3,1
Oculus,tt2388715,2014,3,1
Ride Along,tt1408253,2014,0,0
"Fault in Our Stars, The",tt2582846,2014,3,1
Starving in Suburbia,tt3257692,2014,3,1
&#39;71,tt2614684,2014,0,0
A Million Ways to Die in the West,tt2557490,2014,2,0
Lizzie Borden Took An Ax,tt3118958,2014,3,1
Edge of Tomorrow,tt1631867,2014,1,0
3 Days to Kill,tt2172934,2014,3,1
Pompeii,tt1921064,2014,3,1
A coup sur,tt2545186,2014,2,0
Non-Stop,tt2024469,2014,3,1
Mr. Peabody and Sherman,tt0864835,2014,1,0
"Grand Budapest Hotel, The",tt2278388,2014,1,0
Obvious Child,tt2910274,2014,3,1
Ek Villain,tt3175038,2014,2,0
Begin Again,tt1980929,2014,3,1
Calvary,tt2234003,2014,2,0
Dawn of the Planet of the Apes,tt2103281,2014,1,0
Veronica Mars,tt2771372,2014,3,1
Jersey Boys,tt1742044,2014,2,0
Hercules,tt1267297,2014,2,0
Guardians of the Galaxy,tt2015381,2014,3,1
Golden Era,tt3696086,2014,2,0
Creep,tt2428170,2014,0,0
Black Sea,tt2261331,2014,0,0
Search Party,tt2758904,2014,2,0
River of Fundament,tt3529612,2014,3,1
"Quiet Hour, The",tt2645188,2014,3,1
American Sniper,tt2179136,2014,1,0
La belle et la bete,tt2316801,2014,3,1
Anatomy of a Love Seen,tt3546114,2014,3,1
Son of Batman,tt3139072,2014,2,0
"Equalizer, The",tt0455944,2014,1,0
Every Secret Thing,tt1706598,2014,3,1
Paper Planes,tt3328716,2014,1,0
Eat with Me,tt2274604,2014,3,1
Ein Geschenk der Gotter,tt3983072,2014,3,1
Tu Dors Nicole,tt3483194,2014,3,1
Big Game,tt2088003,2014,0,0
Ju-on: Owari no hajimari,tt3572132,2014,3,1
Two Night Stand,tt2140619,2014,3,1
Wish I Was Here,tt2870708,2014,3,1
Let Us Prey,tt3148348,2014,3,1
God&#39;s Pocket,tt2920808,2014,1,0
Still the Water,tt3230162,2014,3,1
Song of the Sea,tt1865505,2014,3,1
"Good Lie, The",tt2652092,2014,3,1
Mercenaries,tt3598222,2014,3,1
Who Am I - Kein System ist sicher,tt3042408,2014,2,0
Love Is Strange,tt2639344,2014,2,0
Respire,tt3365778,2014,3,1
Clown,tt1780798,2014,3,1
Near Death Experience,tt3800012,2014,0,0
Welcome to Me,tt2788716,2014,3,1
"Salvation, The",tt2720680,2014,1,0
Primero De Enero,tt3263732,2014,3,1
Relatos salvajes,tt3011894,2014,3,1
Interstellar,tt0816692,2014,3,1
Boy Meets Girl,tt3007302,2014,3,1
Jacky in the kingdom of women,tt2382422,2014,3,1
Ocho apellidos vascos,tt2955316,2014,1,0
Birdman,tt2562232,2014,3,1
Aloft,tt2494384,2014,3,1
Clouds of Sils Maria,tt2452254,2014,3,1
Turist,tt3630276,2014,3,1
Phoenix,tt2764784,2014,3,1
Love &amp; Mercy,tt0903657,2014,2,0
"Town That Dreaded Sundown, The",tt2561546,2014,3,1
Barbie and the Secret Door,tt3921852,2014,3,1
En duva satt p&aring; en gren och funderade p&aring; tillvaron,tt1883180,2014,1,0
"Theory of Everything, The",tt2980516,2014,3,1
Escobar: Paradise Lost,tt2515030,2014,2,0
Leviathan,tt2802154,2014,3,1
"Homesman, The",tt2398231,2014,1,0
"Houses October Built, The",tt1958043,2014,0,0
"Damned Thing, The",tt3748076,2014,1,0
"Kumiko, the Treasure Hunter",tt3263614,2014,3,1
I Call It Love,tt4211680,2014,0,0
"Hobbit: The Battle of the Five Armies, The",tt2310332,2014,1,0
"Woman in Black 2: Angel of Death, The",tt2339741,2014,3,1
St. Vincent,tt2170593,2014,3,1
Fort Tilden,tt3457734,2014,1,0
Dracula Untold,tt0829150,2014,0,0
Top Five,tt2784678,2014,3,1
"Lookalike, The",tt2497980,2014,3,1
Dumb and Dumber 2,tt2096672,2014,3,1
They Came Together,tt2398249,2014,3,1
About Last Night,tt1826590,2014,2,0
Stretch,tt2494280,2014,1,0
Jimmy&#39;s Hall,tt3110960,2014,1,0
Teenage Mutant Ninja Turtles,tt1291150,2014,3,1
God&#39;s Not Dead,tt2528814,2014,3,1
Cesar Chavez,tt1621046,2014,3,1
Camp Takota,tt3097084,2014,3,1
Lies I Told My Little Sister,tt2287861,2014,3,1
"Quiet Roar, The",tt2835536,2014,3,1
Million Dollar Arm,tt1647668,2014,1,0
"Maze Runner, The",tt1790864,2014,1,0
"Other Woman, The",tt2203939,2014,3,1
Brick Mansions,tt1430612,2014,3,1
"Lego Movie, The",tt1490017,2014,3,1
Praia do Futuro,tt2199543,2014,1,0
Boyhood,tt1065073,2014,3,1
"Something, Anything",tt2461126,2014,3,1
"Adventurer: The Curse of the Midas Box, The",tt1376213,2014,1,0
"Rover, The",tt2345737,2014,0,0
Winter&#39;s Tale,tt1837709,2014,3,1
That Awkward Moment,tt1800246,2014,3,1
Asian School Girls,tt3421270,2014,3,1
Transformers: Age of Extinction,tt2109248,2014,3,1
300: Rise of an Empire,tt1253863,2014,1,0
Wir sind die Neuen,tt3777462,2014,3,1
Queen,tt3322420,2014,3,1
Wicked Blood,tt2761578,2014,3,1
Blended,tt1086772,2014,3,1
Planes: Fire &amp; Rescue,tt2980706,2014,1,0
Cut Bank,tt1661820,2014,3,1
Tinker Bell and the Legend of the NeverBeast,tt3120408,2014,3,1
Margarita with a Straw,tt2929690,2014,3,1
"Disappearance of Eleanor Rigby: Her, The",tt3720788,2014,3,1
Sora no Otoshimono Final: Eternal My Master,tt3438514,2014,1,0
Effie Gray,tt1605798,2014,3,1
A Most Violent Year,tt2937898,2014,3,1
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,tt3812402,2014,3,1
Cooties,tt2490326,2014,1,0
Ventos de Agosto,tt3904770,2014,3,1
Parallels,tt3479316,2014,3,1
Unfriended,tt3713166,2014,3,1
Out of the Dark,tt2872724,2014,3,1
Magical Girl,tt3089326,2014,3,1
Avis de mistral,tt3013588,2014,3,1
My Little Pony: Equestria Girls - Rainbow Rocks,tt3529198,2014,3,1
Whiplash,tt2582802,2014,1,0
"Inbetweeners 2, The",tt3097204,2014,1,0
Rosewater,tt2752688,2014,1,0
Before I Go to Sleep,tt1726592,2014,3,1
Laggies,tt2034031,2014,3,1
Mostly Ghostly: Have You Met My Ghoulfriend?,tt3138192,2014,3,1
"Alexander and the Terrible, Horrible, No Good Very Bad Day",tt1698641,2014,3,1
Girlhood,tt3655522,2014,3,1
Le Paradis,tt3971202,2014,0,0
Someone Marry Barry,tt1978532,2014,2,0
"Scribbler, The",tt2396721,2014,3,1
Der kleine Drache Kokosnuss,tt3726220,2014,0,0
Miss Meadows,tt3128900,2014,3,1
Perfect Sisters,tt2027231,2014,3,1
John Wick,tt2911666,2014,1,0
Thegidi,tt3565264,2014,2,0
Big Hero 6,tt2245084,2014,3,1
Faults,tt3021360,2014,3,1
Dear White People,tt2235108,2014,3,1
Inherent Vice,tt1791528,2014,1,0
Conducta,tt3595966,2014,3,1
Da Sweet Blood of Jesus,tt3104930,2014,3,1
"Hunger Games: Mockingjay - Part 1, The",tt1951265,2014,3,1
Citizenfour,tt4044364,2014,1,0
Omoide no Mani (When Marnie Was There),tt3398268,2014,3,1
Magic in the Moonlight,tt2870756,2014,3,1
H.,tt3666210,2014,1,0
Selma,tt1020072,2014,3,1
Trash,tt1921149,2014,1,0
Jane the Virgin,tt3566726,2014,3,1
This Is Where I Leave You,tt1371150,2014,2,0
Night at the Museum: Secret of the Tomb,tt2692250,2014,1,0
Ouija,tt1204977,2014,3,1
Justice League: WAR,tt3060952,2014,3,1
Frozen in Time,tt4150316,2014,0,0
Paddington,tt1109624,2014,3,1
"Interview, The",tt2788710,2014,1,0
"Like Sunday, Like Rain",tt3104818,2014,3,1
Mr. Turner,tt2473794,2014,1,0
Unbroken,tt1809398,2014,0,0
Life Partners,tt2870808,2014,3,1
White Bird in a Blizzard,tt2238050,2014,3,1
Dolphin Tale 2,tt2978462,2014,3,1
Horrible Bosses 2,tt2170439,2014,1,0
You&#39;re Not You,tt1198156,2014,3,1
Rio 2,tt2357291,2014,3,1
Let&#39;s Be Cops,tt1924435,2014,0,0
Noah,tt1959490,2014,3,1
If I Stay,tt1355630,2014,3,1
Women Aren&#39;t Funny,tt3992752,2014,3,1
Housebound,tt3504048,2014,3,1
"Drop, The",tt1600196,2014,1,0
"Riot Club, The",tt2717860,2014,1,0
Mega Shark vs. Mecha Shark,tt3152098,2014,3,1
Draft Day,tt2223990,2014,2,0
Hard Corner: Le Film,tt3638604,2014,1,0
Nosferatu In Love,tt3457342,2014,0,0
Godzilla,tt0831387,2014,2,0
Vampire Academy,tt1686821,2014,3,1
Neighbors,tt2004420,2014,3,1
"Two Faces of January, The",tt1976000,2014,3,1
Dead Snow 2,tt2832470,2014,3,1
X-Men: Days of Future Past,tt1877832,2014,1,0
Fields of the Dead,tt3186838,2014,3,1
Grace of Monaco,tt2095649,2014,3,1
"Bag Man, The",tt2212008,2014,1,0
Barbie: The Pearl Princess,tt3504064,2014,3,1
Ragamuffin,tt2412568,2014,2,0
Paranormal Activity: The Marked Ones,tt2473682,2014,2,0
What We Do in the Shadows,tt3416742,2014,1,0
How to Train Your Dragon 2,tt1646971,2014,1,0
Flowers in the Attic,tt3074694,2014,3,1
"Purge: Anarchy, The",tt2975578,2014,3,1
22 Jump St,tt2294449,2014,2,0
Divergent,tt1840309,2014,3,1
Alpha House,tt3307774,2014,2,0
Zero Motivation,tt3576084,2014,3,1
She&#39;s Funny That Way,tt1767372,2014,3,1
Ei Kiitos,tt2808680,2014,2,0
Step Up All In,tt2626350,2014,2,0
A Brilliant Young Mind,tt3149038,2014,1,0
"Frame, The",tt2567038,2014,3,1
Still Alice,tt3316960,2014,3,1
Zombeavers,tt2784512,2014,3,1
"Ich seh, Ich seh",tt3086442,2014,0,0
Kingsman: The Secret Service,tt2802144,2014,3,1
East Side Sushi,tt2340650,2014,3,1
"Disappearance of Eleanor Rigby: Them, The",tt3729920,2014,3,1
"Falling, The",tt3294200,2014,3,1
Une nouvelle amie,tt3184934,2014,2,0
Gone Girl,tt2267998,2014,3,1
Big Eyes,tt1126590,2014,3,1
Lust for Love,tt2106529,2014,3,1
Wyrmwood: Road of the Dead,tt2535470,2014,3,1
No Good Deed,tt2011159,2014,3,1
Predestination,tt2397535,2014,3,1
Beyond the Lights,tt3125324,2014,3,1
Dyke Hard,tt3570168,2014,3,1
"Love, Rosie",tt1638002,2014,3,1
"Judge, The",tt1872194,2014,2,0
Mange tes morts,tt3720802,2014,0,0
Feher isten,tt2844798,2014,3,1
Hits,tt3145220,2014,3,1
Comet,tt2965412,2014,1,0
Automata,tt1971325,2014,1,0
Gueros,tt3499048,2014,2,0
Kraftidioten,tt2675914,2014,1,0
Haider,tt3390572,2014,2,0
My Old Lady,tt2908856,2014,3,1
Before We Go,tt0443465,2014,3,1
Foxcatcher,tt1100089,2014,1,0
Mike and I,tt3804984,2014,1,0
Penguins of Madagascar,tt1911658,2014,0,0
While We&#39;re Young,tt1791682,2014,3,1
Sharknado 2: The Second One,tt3062074,2014,3,1
Sadilishteto,tt2199436,2014,1,0
Nar dyrene drommer,tt2818178,2014,1,0
Into the Woods,tt2180411,2014,3,1
Court,tt3717068,2014,1,0
La isla minima,tt3253930,2014,2,0
Amour fou,tt3003800,2014,2,0
Not Cool,tt3569356,2014,3,1
Appropriate Behavior,tt3077108,2014,3,1
Heaven Is For Real,tt1929263,2014,2,0
A Girl Walks Home Alone at Night,tt2326554,2014,3,1
Angry Video Game Nerd: The Movie,tt2123146,2014,3,1
Agatha Raisin: The Quiche of Death,tt4056574,2014,3,1
I Origins,tt2884206,2014,3,1
Gotham,tt3749900,2014,3,1
Frau Muller muss weg,tt4216934,2015,3,1
Marguerite,tt4428788,2015,3,1
Que Horas Ela Volta?,tt3742378,2015,3,1
Lavalantula,tt4060576,2015,3,1
Throne,tt4010918,2015,3,1
Intruders,tt4009278,2015,3,1
Boi Neon,tt4899406,2015,3,1
Self/less,tt2140379,2015,1,0
"Wedding Ringer, The",tt0884732,2015,3,1
Les ogres,tt4466872,2015,3,1
Synchronicity,tt2049543,2015,2,0
"little prince, The",tt1754656,2015,3,1
Bloodsucking Bastards,tt3487994,2015,2,0
"Summer of Sangaile, The",tt2994832,2015,3,1
Never Let Go,tt3833474,2015,1,0
Tiger House,tt2911674,2015,3,1
Harter Brocken,tt3981858,2015,3,1
Just Jim,tt3291148,2015,1,0
"Duke of Burgundy, The",tt2570858,2015,3,1
"Green Inferno, The",tt2403021,2015,3,1
My Little Pony: Equestria Girls - Friendship Games,tt4450396,2015,3,1
Other Halves,tt4308714,2015,3,1
Black Mass,tt1355683,2015,1,0
Crimson Peak,tt2554274,2015,3,1
Bad Hair Day,tt3856042,2015,3,1
Bridge of Spies,tt3682448,2015,1,0
Steve Jobs,tt2080374,2015,3,1
"Walk, The",tt3488710,2015,1,0
Green Room,tt4062536,2015,3,1
A Country Called Home,tt3953626,2015,3,1
"Sin Seer, The",tt3605262,2015,3,1
Phoenix Incident,tt4341532,2015,1,0
"Peanuts Movie, The",tt2452042,2015,3,1
La Passion d&#39;Augustine,tt4392438,2015,3,1
Victor Frankenstein,tt1976009,2015,0,0
Trumbo,tt3203606,2015,3,1
"Stanford Prison Experiment, The",tt0420293,2015,1,0
"Wave (B&oslash;lgen), The",tt3616916,2015,3,1
Angry Indian Goddesses,tt3368222,2015,3,1
Do You Believe?,tt4056738,2015,3,1
In the Heart of the Sea,tt1390411,2015,1,0
Suffragette,tt3077214,2015,3,1
"Hollow, The",tt4472596,2015,3,1
Experimenter,tt3726704,2015,2,0
"Ridiculous 6, The",tt2479478,2015,2,0
They Call Me Jeeg Robot,tt3775086,2015,1,0
Fathers &amp; Daughters,tt2582502,2015,3,1
Maggie&#39;s Plan,tt3471098,2015,3,1
Star Wars: The Force Awakens,tt2488496,2015,3,1
Love Live! The School Idol Movie,tt3837248,2015,3,1
"Lobster, The",tt3464902,2015,3,1
Feeheld,tt1658801,2015,3,1
Hedi Schneider steckt fest,tt3707396,2015,3,1
Spy,tt3079380,2015,3,1
"Age of Adaline, The",tt1655441,2015,3,1
Dolly Parton&#39;s Coat of Many Colors,tt4767274,2015,3,1
Kung Fury,tt3472226,2015,2,0
Predator Dark Ages,tt4171544,2015,0,0
Battledream Chronicle,tt4714032,2015,3,1
"Visit, The",tt3567288,2015,3,1
"Bronze, The",tt3859304,2015,3,1
Jurassic World,tt0369610,2015,3,1
Anamolisa,tt2401878,2015,2,0
Battle For Sevastopol,tt4084744,2015,3,1
"Gunman, The",tt2515034,2015,1,0
"Four Warriors, The",tt4026600,2015,1,0
Miss You Already,tt2245003,2015,3,1
Trainwreck,tt3152624,2015,3,1
"Second Best Exotic Marigold Hotel, The",tt2555736,2015,3,1
Invisible Sister,tt4420110,2015,3,1
Taxi,tt4359416,2015,3,1
Barely Lethal,tt1731701,2015,3,1
Tangerine,tt3824458,2015,3,1
Teen Beach 2,tt3764966,2015,3,1
"Milyy Khans, dorogoy Pyotr",tt3817188,2015,1,0
"Man from U.N.C.L.E., The",tt1638355,2015,3,1
"Meddler, The",tt4501454,2015,3,1
Ricki and the Flash,tt3623726,2015,3,1
La memoria del agua,tt4341864,2015,2,0
Sharknado 3: Oh Hell No!,tt3899796,2015,3,1
"VVitch: A New-England Folktale, The",tt4263482,2015,3,1
I&#39;ll See You in My Dreams,tt3236120,2015,3,1
Vampyres,tt3654680,2015,3,1
Psychosis,tt6663788,2015,3,1
Ex Machina,tt0470752,2015,1,0
Until Dawn,tt2742544,2015,3,1
Parched,tt3043252,2015,3,1
Strange Magic,tt4191054,2015,3,1
Beasts of No Nation,tt1365050,2015,0,0
Maze Runner: The Scorch Trials,tt4046784,2015,3,1
Mortdecai,tt3045616,2015,1,0
American Ultra,tt3316948,2015,1,0
Eye in the Sky,tt2057392,2015,3,1
"Final Girls, The",tt2118624,2015,3,1
Je suis un soldat,tt4485178,2015,3,1
Insurgent,tt2908446,2015,3,1
"Lazarus Effect, The",tt2918436,2015,3,1
Emelie,tt4503598,2015,3,1
AfterDeath,tt2710826,2015,3,1
brothers of the wind,tt3532278,2015,0,0
Furious 7,tt2820852,2015,3,1
"Liza, the fox fairy",tt2210769,2015,3,1
Tjuvheder,tt4153324,2015,3,1
"Hunger Games: Mockingjay - Part 2, The",tt1951266,2015,3,1
A Perfect Day,tt3577624,2015,2,0
Blackhat,tt2717822,2015,1,0
Avengers: Age of Ultron,tt2395427,2015,3,1
Creed,tt3076658,2015,2,0
"3Tails Movie: A Mermaid Adventure, The",tt3391348,2015,3,1
600 millas [600 Miles],tt3685622,2015,0,0
"Lady in the Van, The",tt3722070,2015,3,1
Bound,tt4145324,2015,3,1
Vacation,tt1524930,2015,3,1
Krampus,tt3850590,2015,3,1
Mad Max: Fury Road,tt1392190,2015,3,1
Sisters,tt1850457,2015,3,1
Roald Dahl&#39;s Esio Trot,tt3205394,2015,1,0
Hidden,tt2131532,2015,3,1
Our Little Sister,tt3756788,2015,3,1
Unexpected,tt4145304,2015,3,1
Dora oder Die sexuellen Neurosen unserer Eltern,tt4265878,2015,3,1
Equals,tt3289728,2015,3,1
Embers,tt3503460,2015,1,0
Evolution,tt4291590,2015,0,0
Concussion,tt3322364,2015,1,0
Macbeth,tt2884018,2015,1,0
World of Tomorrow,tt4171032,2015,3,1
San Andreas,tt2126355,2015,3,1
Man Up,tt3064298,2015,3,1
Last Knights,tt2493486,2015,1,0
Mythica: The Darkspore,tt3478232,2015,3,1
After the Ball,tt3717016,2015,3,1
Legend,tt3569230,2015,3,1
"Steps, The",tt3801372,2015,3,1
Advantageous,tt3090670,2015,3,1
Testament of Youth,tt1441953,2015,3,1
Scouts Guide to the Zombie Apocalypse,tt1727776,2015,1,0
Terminator Genisys,tt1340138,2015,0,0
Queen of Earth,tt3993894,2015,3,1
"Overnight, The",tt3844362,2015,3,1
Slow West,tt3205376,2015,0,0
"Colony, The",tt4005402,2015,3,1
Magic Mike XXL,tt2268016,2015,3,1
"Diary of a Teenage Girl, The",tt3172532,2015,3,1
Next Stop L.A.,tt4895704,2015,3,1
Mission: Impossible - Rogue Nation,tt2381249,2015,0,0
Hrutar,tt3296658,2015,1,0
Till We Meet Again,tt2461340,2015,3,1
Dofus - Livre 1: Julith,tt4731504,2015,3,1
Already Tomorrow in Hong Kong,tt3700804,2015,2,0
"End of the Tour, The",tt3416744,2015,1,0
Il racconto dei racconti,tt3278330,2015,3,1
Madame Bovary,tt2334733,2015,2,0
Batman Unlimited: Animal Instincts,tt4437640,2015,1,0
Mr. Holmes,tt3168230,2015,1,0
Me and Earl and the Dying Girl,tt2582496,2015,3,1
Sleeping with Other People,tt3165612,2015,3,1
Alvin and the Chipmunks: The Road Chip,tt2974918,2015,1,0
London Spy,tt4108134,2015,1,0
Jupiter Ascending,tt1617661,2015,3,1
Aloha,tt1243974,2015,3,1
"SpongeBob Movie: Sponge Out of Water, The",tt2279373,2015,2,0
Fifty Shades of Grey,tt2322441,2015,3,1
A Royal Night Out,tt1837562,2015,3,1
Anguish,tt3620762,2015,3,1
Baahubali: The Beginning,tt2631186,2015,1,0
Avril et le monde truque,tt3422078,2015,3,1
Goosebumps,tt1051904,2015,2,0
Home,tt2224026,2015,3,1
Cinderella,tt1661199,2015,3,1
Miles Ahead,tt0790770,2015,0,0
"Three Es, The",tt4247740,2015,3,1
"Murder Pact, The",tt4498966,2015,3,1
Family Fang,tt2097331,2015,3,1
Burn Burn Burn,tt3627488,2015,3,1
Wo shi zheng ren,tt4979652,2015,0,0
Everest,tt2719848,2015,2,0
"Hello, My Name Is Doris",tt3766394,2015,3,1
Carol,tt2402927,2015,3,1
"Revenant, The",tt1663202,2015,0,0
Room,tt3170832,2015,3,1
Max,tt3369806,2015,3,1
Love the Coopers,tt2279339,2015,3,1
Far From the Madding Crowd,tt2935476,2015,3,1
Halal Love,tt5105218,2015,3,1
"Man Who Knew Infinity, The",tt0787524,2015,0,0
Maryland,tt4085084,2015,0,0
By the Sea,tt3707106,2015,3,1
Inside Out,tt2096673,2015,3,1
L&#39;antiquaire,tt4000768,2015,3,1
Demolition,tt1172049,2015,1,0
"Hateful Eight, The",tt3460252,2015,3,1
Tomorrowland,tt1964418,2015,3,1
Point Break,tt2058673,2015,0,0
A Little Chaos,tt2639254,2015,3,1
Stitcher,tt4858280,2015,0,0
Drunk Wedding,tt1950135,2015,2,0
Captive,tt3268668,2015,3,1
Pitch Perfect 2,tt2848292,2015,3,1
"Big Short, The",tt1596363,2015,1,0
Woman in Gold,tt2404425,2015,3,1
Insidious: Chapter 3,tt3195644,2015,3,1
"Un peu, beaucoup, aveuglement!",tt4466936,2015,3,1
Chi-Raq,tt4594834,2015,3,1
VANish,tt3058674,2015,1,0
This changes everything,tt1870548,2015,3,1
A Sort of Homecoming,tt3303652,2015,3,1
Maend &amp; hons,tt3877674,2015,1,0
"Last Witch Hunter, The",tt1618442,2015,3,1
"Reason I Shop Online, The",tt4780834,2015,3,1
Uncanny,tt2321502,2015,0,0
"Phoenix Project, The",tt3430042,2015,0,0
Anna Unbound,tt4069042,2015,3,1
Titli,tt3019620,2015,0,0
Victoria,tt4226388,2015,0,0
Survivor,tt3247714,2015,3,1
Unfinished Business,tt2358925,2015,2,0
Youth,tt3312830,2015,1,0
L&#39;attesa,tt3715122,2015,3,1
45 Years,tt3544082,2015,3,1
Temp&ecirc;te,tt3757648,2015,1,0
Mustang,tt3966404,2015,3,1
Ant-Man,tt0478970,2015,2,0
Nil Battey Sannata,tt5005684,2015,3,1
Pixels,tt2120120,2015,1,0
Little Big Master,tt4319698,2015,3,1
Girls Lost,tt4425152,2015,3,1
Sweet Bean,tt4298958,2015,3,1
Irrational Man,tt3715320,2015,2,0
Long Way North,tt2262345,2015,1,0
Grandma,tt4270516,2015,3,1
Papertowns,tt3622592,2015,2,0
Fourth Man Out,tt3978720,2015,1,0
Min lilla syster,tt4093680,2015,3,1
Trust Fund,tt3969208,2015,3,1
Full Out,tt3977462,2015,3,1
Office,tt4392726,2015,3,1
You&#39;re My Boss,tt4489160,2015,0,0
Eaters,tt2109127,2015,1,0
7 Letters,tt4691166,2015,3,1
"Longest Ride, The",tt2726560,2015,3,1
Straight Outta Compton,tt1398426,2015,1,0
Mojave,tt2322517,2015,1,0
"Perfect Guy, The",tt3862750,2015,2,0
Life,tt2948840,2015,3,1
"Martian, The",tt3659388,2015,3,1
"Case of Hana and Alice, The",tt4125300,2015,3,1
Sicario,tt3397884,2015,0,0
Ava&#39;s Possession,tt3727982,2015,3,1
Pawn Sacrifice,tt1596345,2015,1,0
Dope,tt3850214,2015,1,0
Hotel Transylvania 2,tt2510894,2015,3,1
Birigyaru,tt4195368,2015,3,1
"DUFF, The",tt1666801,2015,3,1
Vice,tt3480796,2015,3,1
Chappie,tt1823672,2015,1,0
Riaru onigokko,tt4439120,2015,3,1
Harbinger Down,tt3397918,2015,3,1
Spectre,tt2379713,2015,1,0
Tod den Hippies!! Es lebe der Punk!,tt3397082,2015,1,0
Schneider vs. Bax,tt3430416,2015,2,0
Brooklyn,tt2381111,2015,3,1
"Good Dinosaur, The",tt1979388,2015,3,1
Ghosthunters,tt3711622,2015,3,1
Sunset Song,tt2262161,2015,3,1
"Dressmaker, The",tt2910904,2015,3,1
Hot Pursuit,tt2967224,2015,2,0
True Story,tt2273657,2015,1,0
Z for Zachariah,tt1598642,2015,0,0
"Blackcoat&#39;s Daughter, The",tt3286052,2015,3,1
Septembers of Shiraz,tt3661298,2015,3,1
Turbo Kid,tt3672742,2015,1,0
Pan,tt3332064,2015,1,0
Focus,tt2381941,2015,1,0
Mistres America,tt2872462,2015,3,1
Joy,tt2446980,2015,3,1
La loi du march&eacute;,tt4428814,2015,1,0
