year,imdb,title,binary,budget,domgross,intgross,budget_2013$,domgross_2013$,intgross_2013$
2004,tt0337921,Cellular,PASS,45000000,32003620,61475984,55493679,39466636,75811746
2004,tt0376541,Closer,PASS,35000000,33987757,115476509,43161751,41913460,142404808
2004,tt0369339,Collateral,FAIL,60000000,100170152,217670152,73991573,123529118,268429281
2004,tt0345074,Connie and Carla,PASS,20000000,8047525,8047525,24663858,9924151,9924151
2004,tt0375679,Crash,PASS,7303082,55334418,101173038,9006109,68238010,124765870
2004,tt0367631,D.E.B.S.,PASS,3500000,96793,96793,4316175,119364,119364
2004,tt0363547,Dawn of the Dead,PASS,28000000,58990765,103452875,34529401,72746991,127577349
2004,tt0364725,Dodgeball: A True Underdog Story,PASS,30000000,114326736,167791704,36995786,140986916,206919534
2004,tt0327679,Ella Enchanted,PASS,35000000,22913677,22913677,43161751,28256983,28256983
2004,tt0338013,Eternal Sunshine of the Spotless Mind,FAIL,20000000,34366518,72993444,24663858,42380545,90014995
2004,tt0349416,Eulogy,PASS,10000000,70527,70527,12331929,86973,86973
2004,tt0308644,Finding Neverland,PASS,25000000,51676606,115036108,30829822,63727222,141861709
2004,tt0377062,Flight of the Phoenix,FAIL,75000000,21009180,34009180,92489466,25908371,41939879
2004,tt0333766,Garden State,PASS,2500000,26782316,36028802,3082982,33027761,44430462
2004,tt0366551,Harold and Kumar Go to White Castle,PASS,9000000,18225165,18225165,11098736,22475144,22475144
2004,tt0304141,Harry Potter and the Prisoner of  Azkaban,PASS,130000000,249538952,796688549,160315074,307729658,982470644
2004,tt0167190,Hellboy,FAIL,60000000,59623958,99823958,73991573,73527840,123102194
2004,tt0299172,Home on the Range,PASS,110000000,50026353,76482461,135651216,61692142,94317626
2004,tt0356721,I Heart Huckabees,PASS,22000000,12784713,20034713,27130243,15766017,24706665
2004,tt0385267,In Good Company,FAIL,26000000,45489752,63489752,32063015,56097638,78295110
2004,tt0362269,Kinsey,PASS,11000000,10214647,13000959,13565122,12596630,16032690
2004,tt0373074,Kung Fu Hustle,FAIL,20000000,17104669,101004669,24663858,21093356,124558238
2004,tt0375912,Layer Cake,FAIL,6500000,2339957,11850214,8015754,2885618,14613600
2004,tt0339291,Lemony Snicket&#39;s A Series of Unfortunate Events,PASS,100000000,118627117,201627117,123319288,146290116,248645124
2004,tt0390221,Maria Full of Grace,PASS,3200000,6529624,14441158,3946217,8052286,17808733
2004,tt0377092,Mean Girls,PASS,18000000,86047227,130953026,22197472,106112827,161490339
2004,tt0405159,Million Dollar Baby,PASS,30000000,100492203,232016402,36995786,123926269,286120974
2004,tt0349825,Miracle,FAIL,28000000,64378093,64474705,34529401,79390606,79509747
2004,tt0382189,My Summer of Love,PASS,1700000,1000915,4951476,2096428,1234321,6106125
2004,tt0374900,Napoleon Dynamite,FAIL,400000,44540956,46122713,493277,54927590,56878201
2004,tt0363282,New York Minute,FAIL,40000000,14018364,21215882,49327715,17287347,26163275
2004,tt0390384,Primer,FAIL,7000,424760,565846,8632,523811,697797
2004,tt0350028,Raising Helen,PASS,50000000,37485528,43340302,61659644,46226886,53446952
2004,tt0350258,Ray,FAIL,40000000,75305995,124823094,49327715,92866817,153930950
2004,tt0318627,Resident Evil: Apocalypse,PASS,50000000,50740078,128940078,61659644,62572303,159007986
2004,tt0332375,Saved!,PASS,5000000,8886160,10228228,6165964,10958349,12613378
2004,tt0387564,Saw,FAIL,1200000,55185045,103096345,1479831,68053804,127137678
2004,tt0363988,Secret Window,FAIL,40000000,47958031,92111551,49327715,59141502,113591309
2004,tt0307453,Shark Tale,FAIL,75000000,161412000,367825111,92489466,199052129,453599307
2004,tt0365748,Shaun of the Dead,PASS,5000000,13542874,30332385,6165964,16700976,37405681
2004,tt0298148,Shrek 2,PASS,70000000,441226247,937008132,86323501,544117065,1155511754
2004,tt0375063,Sideways,PASS,17000000,71502303,109874155,20964279,88176131,135496025
2004,tt0346156,Sky Captain and the World of Tomorrow,PASS,70000000,37760080,49730854,86323501,46565462,61327735
2004,tt0371246,Spanglish,PASS,75000000,42044321,54344321,92489466,51848757,67017030
2004,tt0316654,Spider-Man 2,FAIL,200000000,373524485,783705001,246638575,460627734,966459425
2004,tt0372588,Team America: World Police,FAIL,20000000,32774834,50274834,24663858,40417692,61998567
2004,tt0338751,The Aviator,FAIL,110000000,102608827,214608827,135651216,126536475,264654077
2004,tt0372183,The Bourne Supremacy,FAIL,85000000,176087450,288587450,104821395,217149789,355883988
2004,tt0289879,The Butterfly Effect,FAIL,13000000,57924679,96046844,16031507,71432302,118444284
2004,tt0296572,The Chronicles of Riddick,FAIL,120000000,57712751,107212751,147983145,71170953,132214001
2004,tt0319262,The Day After Tomorrow,PASS,125000000,186740799,556319450,154149110,230287423,686049183
2004,tt0391198,The Grudge,PASS,10000000,110359362,187281115,12331929,136094379,230953737
2004,tt0317705,The Incredibles,PASS,92000000,261441092,632107545,113453745,322407292,779510522
2004,tt0362270,The Life Aquatic with Steve Zissou,FAIL,50000000,24006726,34806726,61659644,29604924,42923407
2004,tt0332280,The Notebook,FAIL,30000000,81001787,102276787,36995786,99890827,126127005
2004,tt0293508,The Phantom of the Opera,FAIL,55000000,51225796,158225796,67825608,63171287,195122925
2004,tt0338348,The Polar Express,FAIL,170000000,194949659,319049659,209642789,240410531,393449767
2004,tt0368933,The Princess Diaries 2: Royal Engagement,PASS,45000000,95149435,122071435,55493679,117337605,150537624
2004,tt0327162,The Stepford Wives,PASS,100000000,59475623,96221971,123319288,73344915,118660249
2004,tt0362227,The Terminal,FAIL,75000000,77073959,218673959,92489466,95047057,269667169
2004,tt0368447,The Village,PASS,71682975,114197520,257641634,88398934,140827568,317721828
2004,tt0327247,The Whole Ten Yards,FAIL,30000000,16323969,26323969,36995786,20130602,32462531
2004,tt0332452,Troy,FAIL,150000000,133298577,484161265,184978932,164382856,597064223
2004,tt0338526,Van Helsing,PASS,170000000,120150546,300150546,209642789,148168797,370143515
2004,tt0383694,Vera Drake,PASS,11000000,3753806,13353855,13565122,4629167,16467879
2004,tt0381707,White Chicks,PASS,20000000,69148997,111448997,24663858,85274051,137438109
2004,tt0360201,Wimbledon,PASS,35000000,16862585,41666476,43161751,20794820,51382801
2003,tt0322259,2 Fast 2 Furious,FAIL,76000000,127120058,236220058,96222609,160945047,299075134
2003,tt0315733,21 grams,FAIL,20000000,16248701,59667625,25321739,20572268,75544402
2003,tt0319061,Big Fish,FAIL,70000000,66432867,123432867,88626087,84109786,156276743
2003,tt0310778,Bon voyage,PASS,20000000,2353728,8361736,25321739,2980024,10586685
2003,tt0315327,Bruce Almighty,PASS,81000000,242704995,483473962,102553043,307285628,612120077
2003,tt0305357,Charlie&#39;s Angels: Full Throttle,PASS,120000000,100814328,227200000,151930435,127639706,287654957
2003,tt0159365,Cold Mountain,PASS,80000000,95632614,161632614,101286957,121079205,204640944
2003,tt0306685,Cradle 2 the Grave,FAIL,25000000,34657731,56434942,31652174,43879701,71451544
2003,tt0317303,Daddy Day Care,PASS,60000000,104148781,164285587,75965217,131861413,207999839
2003,tt0287978,Daredevil,FAIL,80000000,102543518,182782518,101286957,129829011,231418562
2003,tt0282209,Darkness Falls,FAIL,7000000,32539681,32539681,8862609,41198066,41198066
2003,tt0285531,Dreamcatcher,FAIL,68000000,33685268,75685268,86093913,42648478,95824131
2003,tt0309593,Final Destination 2,PASS,26000000,46896664,90396664,32918261,59375255,114450037
2003,tt0266543,Finding Nemo,FAIL,94000000,380529370,906465556,119012174,481783272,1147664217
2003,tt0322330,Freaky Friday,PASS,26000000,110222438,160822438,32918261,139551191,203615191
2003,tt0335119,Girl with a Pearl Earring,PASS,12000000,11634362,43281552,15193043,14730114,54798208
2003,tt0301357,Goodbye Lenin!,PASS,6400000,4063859,79384539,8102957,5145199,100507729
2003,tt0311289,Holes,FAIL,20000000,67383924,72383924,25321739,85313907,91644342
2003,tt0329717,Hollywood Homicide,FAIL,75000000,30207785,51107785,94956522,38245683,64706900
2003,tt0315983,House of Sand and Fog,PASS,16500000,13005485,16157923,20890435,16466075,20457336
2003,tt0251127,How to Lose a Guy in 10 Days,FAIL,50000000,105807520,177079973,63304348,133961521,224198644
2003,tt0286716,Hulk,FAIL,137000000,132177234,245229234,173453913,167347872,310481535
2003,tt0309698,Identity,FAIL,28000000,52131264,82183683,35450435,66002713,104051689
2003,tt0199626,In the Cut,PASS,12000000,4717455,23693646,15193043,5972708,29998216
2003,tt0301470,Jeepers Creepers II,PASS,25000000,35623801,35623801,31652174,45102830,45102830
2003,tt0266697,Kill Bill: Vol. 1,PASS,55000000,70098138,180098138,69634783,88750338,228019903
2003,tt0325703,Lara Croft Tomb Raider: The Cradle of Life,FAIL,90000000,65653758,156453758,113947826,83123367,198084062
2003,tt0286244,Les triplettes de Belleville,PASS,2000000,7301288,14440113,2532174,9244066,18282439
2003,tt0335266,Lost In Translation,FAIL,4000000,44585453,112550685,5064348,56449060,142498954
2003,tt0314331,Love Actually,PASS,45000000,59472278,247967903,56973913,75297075,313948928
2003,tt0311113,Master and Commander: The Far Side of the World,FAIL,135000000,93926386,212912137,170921739,118918972,269565280
2003,tt0304415,Mona Lisa Smile,PASS,65000000,63803100,141205169,82295652,80780273,178778023
2003,tt0340855,Monster,PASS,5000000,34469210,58003694,6330435,43641017,73437720
2003,tt0327056,Mystic River,PASS,30000000,90135191,156835191,37982609,114118990,198566990
2003,tt0316396,Peter Pan,PASS,100000000,48417850,95255485,126608696,61301208,120601727
2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,FAIL,125000000,305411224,634954103,158260870,386677167,803907108
2003,tt0366920,Pride and Prejudice,PASS,28000000,38372662,120918508,35450435,48583127,153093346
2003,tt0257076,S.W.A.T.,PASS,70000000,116877597,207154748,88626087,147977201,262275924
2003,tt0306047,Scary Movie 3,PASS,45000000,110000082,155200000,56973913,139269669,196496696
2003,tt0327137,Secondhand Lions,FAIL,30000000,42070939,47902566,37982609,53265467,60648814
2003,tt0300471,Shanghai Knights,FAIL,50000000,60470220,88316835,63304348,76560557,111816793
2003,tt0323944,Shattered Glass,FAIL,6000000,2207975,2932719,7596522,2795488,3713077
2003,tt0165982,Sinbad: Legend of the Seven Seas,FAIL,60000000,26483452,80767884,75965217,33530353,102259164
2003,tt0337741,Something&#39;s Gotta Give,FAIL,80000000,124685242,266685242,101286957,157862359,337646706
2003,tt0338459,Spy Kids 3-D: Game Over,PASS,40000000,111760631,167851995,50643478,141498677,212515222
2003,tt0324133,Swimming Pool,PASS,7800000,10130108,22441323,9875478,12825598,28412666
2003,tt0181852,Terminator 3: Rise of the Machines,PASS,170000000,150358296,433058296,215234783,190366677,548289460
2003,tt0298814,The Core,PASS,85000000,31111260,74132631,107617391,39389560,93858357
2003,tt0317740,The Italian Job,FAIL,60000000,106126012,176262839,75965217,134364760,223164081
2003,tt0283426,The Jungle Book 2,FAIL,20000000,47901582,135703599,25321739,60647568,171812557
2003,tt0325710,The Last Samurai,FAIL,140000000,111110575,456810575,177252174,140675650,578361911
2003,tt0311429,The League of Extraordinary Gentlemen,FAIL,78000000,66465204,179265204,98754783,84150728,226965337
2003,tt0167260,The Lord of the Rings: The Return of the King,FAIL,94000000,377845905,1141408667,119012174,478385772,1445122625
2003,tt0234215,The Matrix Reloaded,PASS,127000000,281553689,738576929,160793043,356471453,935102616
2003,tt0242653,The Matrix Revolutions,PASS,110000000,139259759,424259759,139269565,176314964,537149747
2003,tt0338188,The Missing,PASS,65000000,26900336,38253433,82295652,34058165,48432173
2003,tt0332379,The School of Rock,FAIL,20000000,81261177,131161177,25321739,102883716,166061455
2003,tt0328538,Thirteen,PASS,2000000,4601043,9505996,2532174,5825321,12035418
2003,tt0300556,Timeline,FAIL,80000000,19480739,26703184,101286957,24664310,33808553
2003,tt0339840,Undead,PASS,750000,41196,229250,949565,52158,290250
2003,tt0320691,Underworld,FAIL,22000000,51970690,95708457,27853913,65799413,121175229
2003,tt0295700,Wrong Turn,PASS,10000000,15417771,28649556,12660870,19520239,36272829
2003,tt0290334,X2 (X-Men 2),PASS,125000000,214949694,407711549,158260870,272145004,516198274
2002,tt0307901,25th Hour,FAIL,4500000,13084595,25344490,5828306,16946895,32825657
2002,tt0289043,28 Days Later...,PASS,8000000,45064915,82955633,10361434,58367141,107442412
2002,tt0283832,8 femmes,PASS,8000000,3076425,42376425,10361434,3984522,54885065
2002,tt0298203,8 Mile,FAIL,41000000,116724075,242924075,53102348,151178596,314630213
2002,tt0257360,About Schmidt,FAIL,30000000,65005217,105823486,38855376,84193406,137060380
2002,tt0268126,Adaptation,FAIL,18500000,22498520,22498520,23960815,29139615,29139615
2002,tt0286261,All or Nothing,PASS,9000000,184255,184255,11656613,238643,238643
2002,tt0168786,Antwone Fisher,FAIL,12500000,21078145,23367586,16189740,27299975,30265212
2002,tt0295178,Austin Powers in Goldmember,FAIL,63000000,213117789,292738626,81596291,276025731,379148984
2002,tt0286499,Bend It Like Beckham,PASS,5600000,32543449,76730377,7253004,42149599,99379590
2002,tt0187738,Blade II,FAIL,54000000,81676888,154338601,69939678,105786208,199896148
2002,tt0300532,Blue Crush,PASS,30000000,40118420,51618420,38855376,51960544,66855105
2002,tt0303816,Cabin Fever,PASS,1500000,21158188,30351664,1942769,27403645,39310844
2002,tt0319970,Carrie,PASS,30000000,35266619,85001659,38855376,45676592,110092382
2002,tt0264464,Catch Me If You Can,FAIL,52000000,164606800,351106800,67349319,213195306,454746230
2002,tt0299658,Chicago,PASS,30000000,170687518,307687518,38855376,221070926,398510478
2002,tt0275022,Crossroads,PASS,12000000,37188667,57000000,15542151,48165989,73825215
2002,tt0266452,Death to Smoochy,FAIL,50000000,8355815,8374062,64758961,10822278,10845911
2002,tt0246460,Die Another Day,FAIL,142000000,160942139,431942139,183915449,208448913,559442481
2002,tt0303933,Drumline,FAIL,20000000,56398162,56398162,25903584,73045727,73045727
2002,tt0238380,Equilibrium,FAIL,20000000,1190018,5345869,25903584,1541287,6923858
2002,tt0297884,Far from Heaven,PASS,13500000,15901849,29027914,17484919,20595744,37596351
2002,tt0120679,Frida,FAIL,12000000,25885000,55710675,15542151,33525714,72155308
2002,tt0327753,Funny Ha Ha,PASS,30000,77070,77070,38855,99819,99819
2002,tt0217505,Gangs of New York,FAIL,97000000,77730500,190400000,125632384,100674928,246602123
2002,tt0302674,Gerry,FAIL,7000000,254683,254683,9066255,329860,329860
2002,tt0295297,Harry Potter and the Chamber of Secrets,PASS,100000000,261987880,878979634,129517922,339321257,1138436153
2002,tt0257756,High Crimes,PASS,42000000,41543207,63781100,54397527,53805898,82607955
2002,tt0297181,I Spy,FAIL,70000000,33561137,60279822,90662545,43467687,78073173
2002,tt0268380,Ice Age,FAIL,65000000,176387405,386116343,84186649,228453301,500089862
2002,tt0280760,Igby Goes Down,FAIL,9000000,4777465,4777465,11656613,6187673,6187673
2002,tt0278504,Insomnia,FAIL,46000000,67263182,113622499,59578244,87117875,147161499
2002,tt0275847,Lilo and Stitch,PASS,80000000,145771527,245800000,103614337,188800252,318355051
2002,tt0252076,Maid in Manhattan,PASS,55000000,93932896,163838217,71234857,121659935,212199853
2002,tt0303361,May,PASS,1750000,145540,497339,2266564,188500,644143
2002,tt0120912,Men in Black II,FAIL,140000000,190418803,441767803,181325090,246626476,572168477
2002,tt0181689,Minority Report,FAIL,102000000,132024714,358824714,132108280,170995666,464742312
2002,tt0280590,Mr Deeds,FAIL,50000000,126293452,171269535,64758961,163572654,221824742
2002,tt0259446,My Big Fat Greek Wedding,PASS,5000000,241438208,352242522,6475896,312705749,456217193
2002,tt0258000,Panic Room,PASS,48000000,95308367,196308367,62168602,123441416,254254517
2002,tt0183649,Phone Booth,FAIL,11000000,46566212,97837138,14246971,60311590,126716628
2002,tt0238546,Queen of the Damned,PASS,35000000,30307804,30307804,45331273,39254038,39254038
2002,tt0252444,Rabbit-Proof Fence,PASS,7000000,6199600,16866928,9066255,8029593,21845695
2002,tt0296166,Real Women Have Curves,PASS,3000000,5853194,5853194,3885538,7580935,7580935
2002,tt0289765,Red Dragon,FAIL,78000000,92955420,206455420,101023979,120393928,267396769
2002,tt0253556,Reign of Fire,FAIL,60000000,43061982,82150183,77710753,55772984,106399210
2002,tt0120804,Resident Evil,PASS,35000000,40119709,103787401,45331273,51962213,134423285
2002,tt0267913,Scooby-Doo,PASS,84000000,153294164,276294164,108795054,198543415,357850459
2002,tt0286106,Signs,FAIL,70702619,227965690,408265690,91572563,295256424,528777236
2002,tt0281373,Snow Dogs,FAIL,32000000,81150692,116898028,41445735,105104690,151403896
2002,tt0307479,Solaris,FAIL,47000000,14970038,14970038,60873423,19388882,19388882
2002,tt0145487,Spider-Man,FAIL,139000000,403706375,821565375,180029911,522872106,1064074398
2002,tt0166813,Spirit: Stallion of the Cimarron,FAIL,80000000,73215310,106515310,103614337,94826948,137956416
2002,tt0283003,Spun,PASS,4500000,410241,1022649,5828306,531336,1324514
2002,tt0287717,Spy Kids 2: Island of Lost Dreams,PASS,38000000,85846296,119721296,49216810,111186338,155060534
2002,tt0253754,Star Trek: Nemesis,FAIL,60000000,43254409,67312826,77710753,56022212,87182173
2002,tt0121765,Star Wars: Episode II - Attack of the Clones,FAIL,115000000,310676740,656695615,148945610,402382056,850538512
2002,tt0180052,The Adventures of Pluto Nash,FAIL,100000000,4411102,7094995,129517922,5713168,9189290
2002,tt0280460,The Banger Sisters,PASS,10000000,30306281,38067218,12951792,39252065,49303870
2002,tt0258463,The Bourne Identity,FAIL,60000000,121468960,213300000,77710753,157324072,276261727
2002,tt0238924,The Dangerous Lives of Altar Boys,FAIL,12000000,1779284,1779284,15542151,2304492,2304492
2002,tt0279113,The Good Girl,PASS,8000000,14018296,16856124,10361434,18156206,21831701
2002,tt0274558,The Hours,PASS,25000000,41675994,97030468,32379480,53977881,125671845
2002,tt0278500,The Importance of Being Earnest,PASS,15000000,8378141,8378141,19427688,10851194,10851194
2002,tt0167261,The Lord of the Rings: The Two Towers,FAIL,94000000,342548984,927048984,121746846,443662324,1200694576
2002,tt0289408,The Powerpuff Girls,PASS,25000000,11411644,16425701,32379480,14780124,21274227
2002,tt0258068,The Quiet American,FAIL,20000000,12987647,26348203,25903584,16821330,34125645
2002,tt0298130,The Ring,PASS,48000000,129094024,248218486,62168602,167199897,321487424
2002,tt0292644,The Rules of Attraction,FAIL,4000000,6525762,11799060,5180717,8452031,15281897
2002,tt0304669,The Santa Clause 2,FAIL,65000000,139225854,172825854,84186649,180322432,223840454
2002,tt0253867,The Sweetest Thing,PASS,43000000,24430272,44633441,55692706,31641581,57808305
2002,tt0293662,The Transporter,FAIL,21000000,25296447,43928932,27198764,32763432,56895840
2002,tt0290095,The Tuxedo,FAIL,60000000,50586000,104429625,77710753,65517936,135255080
2002,tt0133240,Treasure Planet,FAIL,100000000,38120554,91800000,129517922,49372949,118897452
2002,tt0283084,Tuck Everlasting,PASS,15000000,19161999,19344615,19427688,24818223,25054743
2002,tt0313737,Two Weeks Notice,PASS,60000000,93354918,199043309,77710753,120911349,257796757
2002,tt0277434,We Were Soldiers,PASS,70000000,78120196,114658262,90662545,101179654,148502998
2002,tt0298228,Whale Rider,PASS,4300000,20779666,39892476,5569271,26913392,51667906
2002,tt0283139,White Oleander,PASS,16000000,16357770,21657770,20722867,21186244,28050694
2002,tt0295701,xXx,FAIL,70000000,141930000,267200000,90662545,183824786,346071886
2001,tt0268978,A Beautiful Mind,FAIL,78000000,170708996,317668058,102635985,224626742,418002230
2001,tt0183790,A Knight&#39;s Tale,FAIL,41000000,56083966,100622586,53949684,73797860,132403823
2001,tt0164334,Along Came A Spider,PASS,28000000,74058698,105159085,36843687,97449838,138373157
2001,tt0244000,American Outlaws,FAIL,35000000,13264986,13264986,46054609,17454678,17454678
2001,tt0218817,Antitrust,FAIL,30000000,10965209,17865209,39475379,14428526,23507863
2001,tt0212720,Artificial Intelligence: AI,FAIL,90000000,78616689,235900000,118426136,103447452,310408061
2001,tt0230011,Atlantis: The Lost Empire,FAIL,90000000,84052762,186049020,118426136,110600487,244811851
2001,tt0265086,Black Hawk Down,FAIL,95000000,108638745,159691085,125005366,142951853,210128869
2001,tt0221027,Blow,FAIL,30000000,52990775,83282296,39475379,69727697,109586673
2001,tt0243155,Bridget Jones&#39;s Diary,PASS,25000000,71500556,281527158,32896149,94083718,370446373
2001,tt0260866,Don&#39;t Say A Word,PASS,50000000,54997476,104488383,65792298,72368206,137490616
2001,tt0246578,Donnie Darko,FAIL,4500000,1270522,7696529,5921307,1671811,10127447
2001,tt0240462,Dr. Dolittle 2,PASS,72000000,112950721,176101721,94740909,148625750,231722738
2001,tt0251075,Evolution,PASS,80000000,38311134,98341932,105267677,50411551,129402834
2001,tt0120681,From Hell,FAIL,35000000,31598308,68712365,46054609,41578506,90414888
2001,tt0162346,Ghost World,PASS,5500000,6217849,8761608,7237153,8181731,11528926
2001,tt0280707,Gosford Park,PASS,18000000,41300105,41300105,23685227,54344576,54344576
2001,tt0212985,Hannibal,PASS,87000000,165092266,350100280,114478598,217235991,460678038
2001,tt0241527,Harry Potter and the Sorcerer&#39;s Stone,PASS,125000000,317575550,974755371,164480745,417880504,1282627914
2001,tt0248845,Hedwig and the Angry Inch,PASS,6000000,3067312,3643900,7895076,4036110,4794811
2001,tt0253126,High Heels and Low Lifes,PASS,10000000,226792,226792,13158460,298423,298423
2001,tt0160399,Impostor,FAIL,40000000,6114237,6114237,52633838,8045394,8045394
2001,tt0211443,Jason X,PASS,14000000,13121555,16951798,18421843,17265945,22305955
2001,tt0261392,Jay and Silent Bob Strike Back,PASS,22000000,30059386,33762400,28948611,39553522,44426118
2001,tt0263488,Jeepers Creepers,PASS,10000000,37904175,58939035,13158460,49876055,77554691
2001,tt0236348,Josie and the Pussycats,PASS,22000000,14252830,14252830,28948611,18754529,18754529
2001,tt0035423,Kate &amp; Leopold,FAIL,48000000,47095453,70937778,63160606,61970361,93343188
2001,tt0271027,Kiss of the Dragon,FAIL,25000000,36833473,36833473,32896149,48467177,48467177
2001,tt0264761,Kissing Jessica Stein,PASS,1500000,7025722,8831884,1973769,9244768,11621399
2001,tt0242587,L.I.E.,FAIL,700000,1140965,1140965,921092,1501334,1501334
2001,tt0146316,Lara Croft: Tomb Raider,FAIL,94000000,131144183,274644183,123689520,172565543,361389438
2001,tt0250494,Legally Blonde,PASS,18000000,96493426,141809235,23685227,126970485,186599109
2001,tt0258273,Lovely and Amazing,PASS,250000,4210379,4695781,328961,5540210,6178924
2001,tt0166276,Monkeybone,FAIL,75000000,5409517,5409517,98688447,7118091,7118091
2001,tt0265343,Monsoon Wedding,PASS,1200000,13876974,27025600,1579015,18259960,35561527
2001,tt0203009,Moulin Rouge!,PASS,53000000,57386369,179213196,69739836,75511622,235816959
2001,tt0166924,Mulholland Dr.,PASS,15000000,7219578,11919578,19737689,9499853,15684329
2001,tt0161860,Nowhere in Africa,PASS,6500000,6173485,6173485,8552999,8123355,8123355
2001,tt0240772,Ocean&#39;s Eleven,FAIL,85000000,183417150,450728529,111846906,241348715,593089313
2001,tt0181739,Osmosis Jones,FAIL,70000000,13596911,13596911,92109217,17891440,17891440
2001,tt0213149,Pearl Harbor,FAIL,151500000,198539855,449239855,199350663,261247866,591130447
2001,tt0206275,Save the Last Dance,PASS,13000000,91038276,131638276,17105997,119792347,173215693
2001,tt0256380,Shallow Hal,PASS,40000000,70836296,70836296,52633838,93209654,93209654
2001,tt0286112,Shaolin Soccer,FAIL,10000000,488872,42776032,13158460,643280,56286669
2001,tt0126029,Shrek,FAIL,50000000,267655011,491812794,65792298,352192764,647149877
2001,tt0244970,Someone Like You...,PASS,23000000,27338033,38684906,30264457,35972640,50903377
2001,tt0227538,Spy Kids,PASS,35000000,112692062,197692062,46054609,148285394,260132301
2001,tt0247745,Super Troopers,FAIL,3000000,18492362,23046142,3947538,24333100,30325173
2001,tt0232500,The Fast and the Furious,FAIL,38000000,144512310,206512310,50002146,190155939,271738388
2001,tt0221218,The Glass House,PASS,22000000,17951431,22861785,28948611,23621318,30082587
2001,tt0290879,The Legend of Suriyothai,PASS,9000000,454255,454255,11842614,597730,597730
2001,tt0120737,The Lord of the Rings: The Fellowship of the Ring,FAIL,109000000,315544750,887217688,143427209,415208284,1167441808
2001,tt0268995,The Majestic,FAIL,72000000,27796042,37306334,94740909,36575310,49089389
2001,tt0267804,The One,FAIL,49000000,43905746,43905746,64476452,57773198,57773198
2001,tt0230600,The Others,PASS,17000000,96522687,209947037,22369381,127008987,276257960
2001,tt0247638,The Princess Diaries,PASS,30000000,108244774,165334774,39475379,142433448,217555094
2001,tt0265666,The Royal Tenenbaums,PASS,28000000,52353636,71430876,36843687,68889320,93992029
2001,tt0209475,The Wedding Planner,PASS,28000000,60400856,94728529,36843687,79478222,124648152
2001,tt0245674,Thir13en Ghosts,FAIL,19000000,41867960,68467960,25001073,55091786,90093288
2001,tt0139654,Training Day,FAIL,45000000,76261036,104505362,59213068,100347776,137512958
2001,tt0242998,Valentine,FAIL,10000000,20384136,20384136,13158460,26822383,26822383
2001,tt0259711,Vanilla Sky,FAIL,70000000,100614858,202726605,92109217,132393654,266756984
2001,tt0196229,Zoolander,PASS,28000000,45172250,60780981,36843687,59439723,79978408
2000,tt0191754,28 Days,PASS,43000000,37035515,62063972,58175060,50105659,83966868
2000,tt0181875,Almost Famous,PASS,60000000,32522352,47371191,81174503,43999763,64088881
2000,tt0144084,American Psycho,FAIL,8000000,15070285,28674417,10823267,20388715,38793859
2000,tt0221889,Beautiful Creatures,PASS,50000000,19452138,55940671,67645419,26316961,75682603
2000,tt0218839,Best in Show,PASS,6000000,18621249,20695413,8117450,25192844,27998998
2000,tt0249462,Billy Elliot,PASS,5000000,21995263,109280263,6764542,29757576,147846184
2000,tt0181984,Boiler Room,FAIL,9000000,16963963,28773637,12176175,22950688,38928095
2000,tt0204946,Bring It On,PASS,10000000,68353550,90453550,13529084,92476091,122375366
2000,tt0162222,Cast Away,FAIL,85000000,233632142,427230516,114997212,316082883,578003746
2000,tt0173716,Cecil B. Demented,PASS,10000000,1276984,1953882,13529084,1727642,2643423
2000,tt0210616,Center Stage,PASS,18000000,17200925,17200925,24352351,23271276,23271276
2000,tt0160127,Charlie&#39;s Angels,PASS,90000000,125305545,259736090,121761754,169526922,351399133
2000,tt0120630,Chicken Run,PASS,42000000,106793915,227793915,56822152,144482383,308184297
2000,tt0241303,Chocolat,PASS,25000000,71309760,152500343,33822710,96475572,206318992
2000,tt0200550,Coyote Ugly,FAIL,45000000,60786269,115786269,60880877,82238253,156648214
2000,tt0168629,Dancer in the Dark,PASS,12500000,4157491,45557491,16911355,5624704,61635111
2000,tt0142032,Dune,PASS,45000000,27447471,27447471,60880877,37133914,37133914
2000,tt0195685,Erin Brockovich,PASS,50000000,125548685,257805243,67645419,169855868,348786874
2000,tt0195714,Final Destination,FAIL,23000000,53302314,112036870,31116893,72113147,151575620
2000,tt0172495,Gladiator,FAIL,103000000,187683805,457683805,139349563,253918993,619204256
2000,tt0187078,Gone in Sixty Seconds,FAIL,103300000,101643008,232643008,139755436,137513677,314744675
2000,tt0146882,High Fidelity,FAIL,20000000,27277055,47881663,27058168,36903356,64779503
2000,tt0164052,Hollow Man,PASS,90000000,73209340,191200000,121761754,99045530,258676083
2000,tt0185431,Little Nicky,FAIL,80000000,39442871,58270391,108232671,53362591,78834500
2000,tt0199725,Love &amp; Basketball,PASS,15000000,27441122,27709625,20293626,37125324,37488584
2000,tt0212338,Meet the Parents,FAIL,55000000,166225040,304599899,74409961,224887250,412095756
2000,tt0209144,Memento,FAIL,5000000,25544867,39723096,6764542,34559865,53741710
2000,tt0212346,Miss Congeniality,PASS,45000000,106807667,213420951,60880877,144500988,288738993
